Año - Semestre,Lugar de Clase,Nivel,Sede,Jornada,Programa Académico,Semestre,Código,Concepto Financiero,Valor del Concepto.
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),8,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),9,22,MATRICULA,2303700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AGROPECUARIA. (250),1,22,MATRICULA,2304000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,COMERCIO INTERNACIONAL. (330),5,22,MATRICULA,2319200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),5,22,MATRICULA,2319200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (321),5,22,MATRICULA,2319200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),5,22,MATRICULA,2319200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),5,22,MATRICULA,2319200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,DERECHO. (540),9,22,MATRICULA,2325300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,DERECHO. (540),10,22,MATRICULA,2325300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),9,22,MATRICULA,2325300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),10,22,MATRICULA,2325300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),11,22,MATRICULA,2325300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),12,22,MATRICULA,2325300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,COMERCIO INTERNACIONAL. (330),4,22,MATRICULA,2339700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),4,22,MATRICULA,2339700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (321),4,22,MATRICULA,2339700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),4,22,MATRICULA,2339700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),4,22,MATRICULA,2339700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,COMERCIO INTERNACIONAL. (330),3,22,MATRICULA,2350000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),3,22,MATRICULA,2350000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (321),3,22,MATRICULA,2350000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),3,22,MATRICULA,2350000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),3,22,MATRICULA,2350000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,COMERCIO INTERNACIONAL. (330),2,22,MATRICULA,2371600
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),2,22,MATRICULA,2371600
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (321),2,22,MATRICULA,2371600
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),2,22,MATRICULA,2371600
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),2,22,MATRICULA,2371600
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,COMERCIO INTERNACIONAL. (330),1,22,MATRICULA,2372000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (320),1,22,MATRICULA,2372000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,ADMINISTRACION DE EMPRESAS. (321),1,22,MATRICULA,2372000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,COMERCIO INTERNACIONAL. (330),1,22,MATRICULA,2372000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),1,22,MATRICULA,2372000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN EDUCACION BASICA CON ENF. (430),1,22,MATRICULA,2372000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,LICENCIATURA EN LENGUAS EXTRANJERAS CON . (431),1,22,MATRICULA,2372000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,DERECHO. (540),8,22,MATRICULA,2380800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),8,22,MATRICULA,2380800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,DERECHO. (540),6,22,MATRICULA,2382900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,DERECHO. (540),7,22,MATRICULA,2382900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),6,22,MATRICULA,2382900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),7,22,MATRICULA,2382900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,DERECHO. (540),5,22,MATRICULA,2404500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),5,22,MATRICULA,2404500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,DERECHO. (540),4,22,MATRICULA,2407600
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),4,22,MATRICULA,2407600
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,DERECHO. (540),3,22,MATRICULA,2420900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),3,22,MATRICULA,2420900
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,DERECHO. (540),2,22,MATRICULA,2441500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),2,22,MATRICULA,2441500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,DERECHO. (540),1,22,MATRICULA,2442000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,DERECHO. (530),1,22,MATRICULA,2442000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,CURSO DE PREMEDICO (EDUCACION NO FORMAL). (732),1,22,MATRICULA,2943164
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA DE SISTEMAS. (230),9,22,MATRICULA,2957500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA DE SISTEMAS. (230),10,22,MATRICULA,2957500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA DE SISTEMAS. (230),9,22,MATRICULA,2957500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA DE SISTEMAS. (230),10,22,MATRICULA,2957500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA DE SISTEMAS. (230),8,22,MATRICULA,2975500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA DE SISTEMAS. (230),8,22,MATRICULA,2975500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA DE SISTEMAS. (230),7,22,MATRICULA,2977600
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA DE SISTEMAS. (230),7,22,MATRICULA,2977600
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA DE SISTEMAS. (230),5,22,MATRICULA,3006300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA DE SISTEMAS. (230),6,22,MATRICULA,3006300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA DE SISTEMAS. (230),5,22,MATRICULA,3006300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA DE SISTEMAS. (230),6,22,MATRICULA,3006300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA DE SISTEMAS. (230),4,22,MATRICULA,3007400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA DE SISTEMAS. (230),4,22,MATRICULA,3007400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA DE SISTEMAS. (230),3,22,MATRICULA,3021200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA DE SISTEMAS. (230),3,22,MATRICULA,3021200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AMBIENTAL. (210),9,22,MATRICULA,3075800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AMBIENTAL. (210),10,22,MATRICULA,3075800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA ELECTRONICA. (240),9,22,MATRICULA,3075800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA ELECTRONICA. (240),10,22,MATRICULA,3075800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA INDUSTRIAL. (220),9,22,MATRICULA,3075800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA INDUSTRIAL. (220),10,22,MATRICULA,3075800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA ELECTRONICA. (240),9,22,MATRICULA,3075800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA ELECTRONICA. (240),10,22,MATRICULA,3075800
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AMBIENTAL. (210),8,22,MATRICULA,3094300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA ELECTRONICA. (240),8,22,MATRICULA,3094300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA INDUSTRIAL. (220),8,22,MATRICULA,3094300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA ELECTRONICA. (240),8,22,MATRICULA,3094300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AMBIENTAL. (210),6,22,MATRICULA,3097400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AMBIENTAL. (210),7,22,MATRICULA,3097400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA ELECTRONICA. (240),6,22,MATRICULA,3097400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA ELECTRONICA. (240),7,22,MATRICULA,3097400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA INDUSTRIAL. (220),6,22,MATRICULA,3097400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA INDUSTRIAL. (220),7,22,MATRICULA,3097400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA ELECTRONICA. (240),6,22,MATRICULA,3097400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA ELECTRONICA. (240),7,22,MATRICULA,3097400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AMBIENTAL. (210),5,22,MATRICULA,3126100
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA ELECTRONICA. (240),5,22,MATRICULA,3126100
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA INDUSTRIAL. (220),5,22,MATRICULA,3126100
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA ELECTRONICA. (240),5,22,MATRICULA,3126100
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AMBIENTAL. (210),4,22,MATRICULA,3127200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA ELECTRONICA. (240),4,22,MATRICULA,3127200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA INDUSTRIAL. (220),4,22,MATRICULA,3127200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA ELECTRONICA. (240),4,22,MATRICULA,3127200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AMBIENTAL. (210),3,22,MATRICULA,3142600
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA ELECTRONICA. (240),3,22,MATRICULA,3142600
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA INDUSTRIAL. (220),3,22,MATRICULA,3142600
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA ELECTRONICA. (240),3,22,MATRICULA,3142600
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA DE SISTEMAS. (230),2,22,MATRICULA,3227200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA DE SISTEMAS. (230),2,22,MATRICULA,3227200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),7,22,MATRICULA,3239200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),8,22,MATRICULA,3239200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),9,22,MATRICULA,3239200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),10,22,MATRICULA,3239200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),6,22,MATRICULA,3240300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA BIOMEDICA. (260),1,22,MATRICULA,3248500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA BIOMEDICA. (260),2,22,MATRICULA,3248500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA BIOMEDICA. (260),3,22,MATRICULA,3248500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA BIOMEDICA. (260),4,22,MATRICULA,3248500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AMBIENTAL. (210),2,22,MATRICULA,3249500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA ELECTRONICA. (240),2,22,MATRICULA,3249500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA INDUSTRIAL. (220),2,22,MATRICULA,3249500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA ELECTRONICA. (240),2,22,MATRICULA,3249500
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA AMBIENTAL. (210),1,22,MATRICULA,3250000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA DE SISTEMAS. (230),1,22,MATRICULA,3250000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA ELECTRONICA. (240),1,22,MATRICULA,3250000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA INDUSTRIAL. (220),1,22,MATRICULA,3250000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA DE SISTEMAS. (230),1,22,MATRICULA,3250000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,INGENIERIA ELECTRONICA. (240),1,22,MATRICULA,3250000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),5,22,MATRICULA,3271100
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),4,22,MATRICULA,3272100
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),3,22,MATRICULA,3435600
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),2,22,MATRICULA,3550700
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,ENFERMERIA. (110),1,22,MATRICULA,3551000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,PSICOLOGIA. (570),1,22,MATRICULA,3831400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,PSICOLOGIA. (570),2,22,MATRICULA,3831400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,PSICOLOGIA. (570),3,22,MATRICULA,3831400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,PSICOLOGIA. (570),4,22,MATRICULA,3831400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,PSICOLOGIA. (570),5,22,MATRICULA,3831400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,PSICOLOGIA. (570),6,22,MATRICULA,3831400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Posgrado,TULUÁ,Diurna,ESPECIALIZACION EN SEGURIDAD Y SALUD EN . (810),1,22,MATRICULA,5162000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Posgrado,TULUÁ,Diurna,ESPECIALIZACION EN SEGURIDAD Y SALUD EN . (810),2,22,MATRICULA,5162000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Posgrado,TULUÁ,Nocturna,MAESTRIA EN BILINGUISMO Y EDUCACION. (890),1,22,MATRICULA,5312000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Posgrado,TULUÁ,Nocturna,MAESTRIA EN BILINGUISMO Y EDUCACION. (890),2,22,MATRICULA,5312000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Posgrado,TULUÁ,Nocturna,MAESTRIA EN BILINGUISMO Y EDUCACION. (890),3,22,MATRICULA,5312000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Posgrado,TULUÁ,Nocturna,MAESTRIA EN BILINGUISMO Y EDUCACION. (890),4,22,MATRICULA,5312000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Posgrado,TULUÁ,Diurna,MAESTRIA EN PEDAGOGIA DE LA CULTURA FISI. (892),1,22,MATRICULA,5451156
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Posgrado,TULUÁ,Fin de semana,MAESTRIA EN PEDAGOGIA. (891),1,22,MATRICULA,5451156
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Posgrado,TULUÁ,Fin de semana,ESPECIALIZACION EN DERECHO CONSTITUCIONA. (820),1,22,MATRICULA,5640000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Posgrado,TULUÁ,Fin de semana,ESPECIALIZACION EN DERECHO CONSTITUCIONA. (820),2,22,MATRICULA,5640000
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Posgrado,TULUÁ,Fin de semana,DERECHO ADMINISTRATIVO. (850),1,22,MATRICULA,5705440
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),11,22,MATRICULA,5878100
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),12,22,MATRICULA,5878100
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),10,22,MATRICULA,5880200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),9,22,MATRICULA,5881200
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),6,22,MATRICULA,5915100
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),7,22,MATRICULA,5915100
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),8,22,MATRICULA,5915100
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),4,22,MATRICULA,5970600
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),5,22,MATRICULA,5970600
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),3,22,MATRICULA,6441400
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),1,22,MATRICULA,6655300
2021 - 2,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,MEDICINA. (120),2,22,MATRICULA,6655300
2021 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),10,22,MATRICULA,287962
2021 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),11,22,MATRICULA,287962
2021 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Nocturna,CONTADURIA PUBLICA. (310),12,22,MATRICULA,287962
2021 - 1,TULUÁ - (VALLE DEL CAUCA - COLOMBIA),Pregrado,TULUÁ,Diurna,INGENIERIA ELECTRONICA. (240),11,22,MATRICULA,439400
